ID_INT,PROGR_USC,PROGR_SPOST,SESSO,FASCIA_ETA,COD_ZONA_RES,SCOPO,COD_ZONA_PAR,PROV_PAR,ORA_PAR,COD_ZONA_ARR,PROV_ARR,ORA_ARR,USO_MEZZ,MEZZO1,MEZZO2,MEZZO3,PAX_AUTO,NUM_LIN_URB,COD_ALTROURB,COD_ZONA_2M,PROV_2M,ORA_2MEZZO,COD_ZONA_3M,PROV_3M,ORA_3MEZZO,TASSO_CAMP
7265734,1,1,1,2,T000,1,Q005,1,02/02/2017 07:30,Q003,1,02/02/2017 08:05,1,19,6,,,1,,Q001,1,02/02/2017 07:40,,,,1.003199862
7265734,1,2,1,2,T000,8,Q003,1,02/02/2017 18:30,Q005,1,02/02/2017 19:05,1,6,19,,,1,,Q001,1,02/02/2017 18:50,,,,1.003199862
7265737,2,1,2,2,T000,5,Q013,1,02/02/2017 18:05,Q005,1,02/02/2017 18:15,1,3,,,1,,,,,,,,,1.022964509
7265737,2,2,2,2,T000,8,Q005,1,02/02/2017 18:50,Q013,1,02/02/2017 19:00,1,3,,,1,,,,,,,,,1.022964509
7265737,3,1,2,2,T000,7,Q013,1,02/02/2017 20:30,Q013,1,02/02/2017 20:35,1,3,,,2,,,,,,,,,1.022964509
7265737,3,2,2,2,T000,8,Q013,1,02/02/2017 22:25,Q013,1,02/02/2017 22:30,1,3,,,2,,,,,,,,,1.022964509
7265738,1,1,1,3,T000,4,Q008,1,02/02/2017 09:00,Q001,1,02/02/2017 09:15,1,3,,,0,,,,,,,,,1.013513514
7265738,1,2,1,3,T000,8,Q001,1,02/02/2017 12:00,Q008,1,02/02/2017 12:15,1,3,,,0,,,,,,,,,1.013513514
7265744,1,1,1,3,T000,9,Q007,1,02/02/2017 09:00,Q010,1,02/02/2017 10:00,1,6,,,,1,,,,,,,,0.986756687
7265744,1,2,1,3,T000,8,Q010,1,02/02/2017 11:00,Q007,1,02/02/2017 12:00,1,6,,,,1,,,,,,,,0.986756687
7265744,2,1,1,3,T000,7,Q007,1,02/02/2017 15:30,Q007,1,02/02/2017 15:45,1,6,,,,1,,,,,,,,0.986756687
7265744,2,2,1,3,T000,8,Q007,1,02/02/2017 17:15,Q007,1,02/02/2017 17:30,1,6,,,,1,,,,,,,,0.986756687
7265745,1,1,1,3,T000,4,Q016,1,02/02/2017 10:00,Q016,1,02/02/2017 10:15,2,,,,,,,,,,,,,1.337233598
7265745,1,2,1,3,T000,8,Q016,1,02/02/2017 10:45,Q016,1,02/02/2017 11:00,2,,,,,,,,,,,,,1.337233598
7265745,2,1,1,3,T000,7,Q016,1,02/02/2017 20:00,Q011,1,02/02/2017 20:30,1,3,6,,1,1,,Q023,1,02/02/2017 20:15,,,,1.337233598
7265745,2,2,1,3,T000,8,Q011,1,02/02/2017 23:10,Q016,1,02/02/2017 23:45,1,6,3,,1,1,,Q023,1,02/02/2017 23:20,,,,1.337233598
7265746,1,1,1,4,T000,9,Q007,1,02/02/2017 16:00,Q016,1,02/02/2017 16:10,1,3,,,0,,,,,,,,,0.993490922
7265746,1,2,1,4,T000,8,Q016,1,02/02/2017 17:30,Q007,1,02/02/2017 17:40,1,3,,,0,,,,,,,,,0.993490922
7265747,1,1,1,2,T000,1,Q002,1,02/02/2017 07:30,Q007,1,02/02/2017 08:00,1,3,,,0,,,,,,,,,1.000964785
7265747,1,2,1,2,T000,8,Q007,1,02/02/2017 18:00,Q002,1,02/02/2017 19:05,1,3,,,0,,,,,,,,,1.000964785
7265747,2,1,1,2,T000,5,Q002,1,02/02/2017 21:00,Q001,1,02/02/2017 21:10,1,3,,,1,,,,,,,,,1.000964785
7265747,2,2,1,2,T000,8,Q001,1,02/02/2017 21:20,Q002,1,02/02/2017 21:30,1,3,,,1,,,,,,,,,1.000964785
7265750,1,1,2,2,T000,7,Q015,1,02/02/2017 14:00,Q001,1,02/02/2017 14:30,1,6,,,,1,,,,,,,,1.019354839
7265750,1,2,2,2,T000,8,Q001,1,02/02/2017 20:00,Q015,1,02/02/2017 20:30,1,6,,,,1,,,,,,,,1.019354839
7265751,1,1,2,3,T000,4,Q015,1,02/02/2017 07:30,Q006,1,02/02/2017 07:55,1,4,,,,,,,,,,,,1.017699115
7265751,1,2,2,3,T000,1,Q006,1,02/02/2017 08:00,Q001,1,02/02/2017 08:15,1,6,,,,1,,,,,,,,1.017699115
7265751,1,3,2,3,T000,8,Q001,1,02/02/2017 17:05,Q015,1,02/02/2017 18:00,1,6,,,,2,,,,,,,,1.017699115
7265752,1,1,1,1,T000,3,Q020,1,02/02/2017 10:10,Q016,1,02/02/2017 10:30,1,6,,,,1,,,,,,,,0.931677019
7265752,1,2,1,1,T000,8,Q016,1,02/02/2017 13:50,Q020,1,02/02/2017 14:00,1,6,,,,1,,,,,,,,0.931677019
7265752,2,1,1,1,T000,4,Q020,1,02/02/2017 16:00,Q001,1,02/02/2017 16:25,1,6,,,,1,,,,,,,,0.931677019
7265752,2,2,1,1,T000,8,Q001,1,02/02/2017 17:45,Q020,1,02/02/2017 18:00,1,6,,,,1,,,,,,,,0.931677019
7265752,3,1,1,1,T000,9,Q020,1,02/02/2017 22:15,Q018,1,02/02/2017 22:20,1,3,,,1,,,,,,,,,0.931677019
7265752,3,2,1,1,T000,8,Q018,1,02/02/2017 22:25,Q020,1,02/02/2017 22:30,1,3,,,0,,,,,,,,,0.931677019
7265753,1,1,1,2,T000,1,Q023,1,02/02/2017 07:45,Q011,1,02/02/2017 08:00,1,3,,,2,,,,,,,,,0.991001253
7265753,1,2,1,2,T000,5,Q011,1,02/02/2017 08:05,Q001,1,02/02/2017 08:20,1,3,,,1,,,,,,,,,0.991001253
7265753,1,3,1,2,T000,1,Q001,1,02/02/2017 08:25,Q001,1,02/02/2017 08:30,2,,,,,,,,,,,,,0.991001253
7265753,1,4,1,2,T000,4,Q001,1,02/02/2017 17:00,Q005,1,02/02/2017 17:10,2,,,,,,,,,,,,,0.991001253
7265753,1,5,1,2,T000,5,Q005,1,02/02/2017 17:15,Q011,1,02/02/2017 17:25,1,3,,,1,,,,,,,,,0.991001253
7265753,1,6,1,2,T000,8,Q011,1,02/02/2017 18:50,Q023,1,02/02/2017 19:00,1,3,,,2,,,,,,,,,0.991001253
7265754,1,1,1,2,T000,1,Q009,1,02/02/2017 07:10,Q002,1,02/02/2017 07:35,1,3,,,0,,,,,,,,,0.959079284
7265754,1,2,1,2,T000,8,Q002,1,02/02/2017 22:15,Q009,1,02/02/2017 22:30,1,3,,,0,,,,,,,,,0.959079284
7265755,1,1,2,3,T000,4,Q010,1,02/02/2017 08:00,Q010,1,02/02/2017 08:25,1,6,1,,,1,,Q001,1,02/02/2017 08:15,,,,1.0091209
7265755,1,2,2,3,T000,8,Q010,1,02/02/2017 12:05,Q010,1,02/02/2017 12:30,1,1,6,,,1,,Q001,1,02/02/2017 12:15,,,,1.0091209
7265755,2,1,2,3,T000,4,Q010,1,02/02/2017 20:00,Q001,1,02/02/2017 20:45,1,6,,,,1,,,,,,,,1.0091209
7265755,2,2,2,3,T000,8,Q001,1,02/02/2017 21:00,Q010,1,02/02/2017 21:30,1,6,,,,1,,,,,,,,1.0091209
7265757,1,1,1,2,T000,1,Q021,1,02/02/2017 09:00,Q021,1,02/02/2017 09:05,1,3,,,0,,,,,,,,,1.125339542
7265757,1,2,1,2,T000,8,Q021,1,02/02/2017 12:20,Q021,1,02/02/2017 12:30,1,3,,,0,,,,,,,,,1.125339542
7265757,2,1,1,2,T000,1,Q021,1,02/02/2017 14:00,Q021,1,02/02/2017 14:10,1,3,,,0,,,,,,,,,1.125339542
7265757,2,2,1,2,T000,8,Q021,1,02/02/2017 17:50,Q021,1,02/02/2017 18:05,1,3,,,0,,,,,,,,,1.125339542
7265759,1,1,1,3,T000,1,Q015,1,02/02/2017 07:00,Q003,1,02/02/2017 07:45,1,6,19,,,1,,Q014,1,02/02/2017 07:20,,,,0.958685232
7265759,1,2,1,3,T000,4,Q003,1,02/02/2017 17:00,Q016,1,02/02/2017 17:45,1,19,6,,,1,,Q014,1,02/02/2017 17:15,,,,0.958685232
7265759,1,3,1,3,T000,8,Q016,1,02/02/2017 18:00,Q015,1,02/02/2017 18:30,1,6,,,,1,,,,,,,,0.958685232
7265760,1,1,2,4,T000,6,Q007,1,02/02/2017 09:00,Q001,1,02/02/2017 10:00,1,5,,,,,,,,,,,,0.995697603
7265760,1,2,2,4,T000,8,Q001,1,02/02/2017 16:30,Q007,1,02/02/2017 17:30,1,5,,,,,,,,,,,,0.995697603
7265761,1,1,2,2,T000,1,Q006,1,02/02/2017 07:30,Q009,1,02/02/2017 07:50,1,19,,,,,,,,,,,,0.96636313
7265761,1,2,2,2,T000,8,Q009,1,02/02/2017 16:15,Q006,1,02/02/2017 17:00,1,19,,,,,,,,,,,,0.96636313
7265761,2,1,2,2,T000,5,Q006,1,02/02/2017 17:10,Q001,1,02/02/2017 17:25,2,,,,,,,,,,,,,0.96636313
7265761,2,2,2,2,T000,8,Q001,1,02/02/2017 17:35,Q006,1,02/02/2017 18:00,2,,,,,,,,,,,,,0.96636313
7265762,1,1,2,2,T000,1,Q021,1,02/02/2017 07:50,Q001,1,02/02/2017 08:30,1,6,,,,1,,,,,,,,0.902151284
7265762,1,2,2,2,T000,8,Q001,1,02/02/2017 18:30,Q021,1,02/02/2017 19:30,1,6,,,,1,,,,,,,,0.902151284
7265764,1,1,1,2,T000,4,Q007,1,02/02/2017 15:45,Q001,1,02/02/2017 16:00,1,6,1,,,1,,Q017,1,02/02/2017 15:50,,,,0.97799511
7265764,1,2,1,2,T000,8,Q001,1,02/02/2017 22:20,Q007,1,02/02/2017 22:30,1,4,,,,,,,,,,,,0.97799511
7265769,1,1,2,4,T000,4,Q010,1,02/02/2017 15:00,Q010,1,02/02/2017 15:20,2,,,,,,,,,,,,,0.982928091
7265769,1,2,2,4,T000,8,Q010,1,02/02/2017 17:50,Q010,1,02/02/2017 18:00,2,,,,,,,,,,,,,0.982928091
7265770,1,1,1,2,T000,4,Q005,1,02/02/2017 15:30,Q013,1,02/02/2017 15:45,1,3,,,0,,,,,,,,,1.003199862
7265770,1,2,1,2,T000,8,Q013,1,02/02/2017 17:15,Q005,1,02/02/2017 17:30,1,3,,,0,,,,,,,,,1.003199862
7265774,1,1,2,2,T000,1,Q018,1,02/02/2017 08:30,Q007,1,02/02/2017 08:40,2,,,,,,,,,,,,,0.980246547
7265774,1,2,2,2,T000,8,Q007,1,02/02/2017 18:30,Q018,1,02/02/2017 18:40,2,,,,,,,,,,,,,0.980246547
7265776,1,1,1,2,T000,1,Q016,1,02/02/2017 07:30,Q023,1,02/02/2017 08:00,1,3,,,0,,,,,,,,,1.48280919
7265776,1,2,1,2,T000,8,Q023,1,02/02/2017 10:30,Q016,1,02/02/2017 11:00,1,3,,,0,,,,,,,,,1.48280919
7265776,2,1,1,2,T000,5,Q016,1,02/02/2017 16:00,Q017,1,02/02/2017 16:20,1,3,,,1,,,,,,,,,1.48280919
7265776,2,2,1,2,T000,8,Q017,1,02/02/2017 19:45,Q016,1,02/02/2017 20:05,1,3,,,1,,,,,,,,,1.48280919
7265778,1,1,2,2,T000,1,Q006,1,02/02/2017 09:00,Q001,1,02/02/2017 09:30,1,19,,,,,,,,,,,,0.96636313
7265778,1,2,2,2,T000,8,Q001,1,02/02/2017 18:00,Q006,1,02/02/2017 18:30,1,19,,,,,,,,,,,,0.96636313
7265780,1,1,1,3,T000,4,Q011,1,02/02/2017 10:00,Q011,1,02/02/2017 10:10,2,,,,,,,,,,,,,0.932297447
7265780,1,2,1,3,T000,8,Q011,1,02/02/2017 11:50,Q011,1,02/02/2017 12:00,2,,,,,,,,,,,,,0.932297447
7265780,2,1,1,3,T000,2,Q011,1,02/02/2017 13:10,Q006,1,02/02/2017 13:50,1,3,,,1,,,,,,,,,0.932297447
7265780,2,2,1,3,T000,8,Q006,1,02/02/2017 22:20,Q011,1,02/02/2017 22:30,1,3,,,0,,,,,,,,,0.932297447
7265781,1,1,2,2,T000,4,Q007,1,02/02/2017 08:30,Q008,1,02/02/2017 09:15,2,,,,,,,,,,,,,0.958741786
7265781,1,2,2,2,T000,8,Q008,1,02/02/2017 19:00,Q007,1,02/02/2017 19:30,2,,,,,,,,,,,,,0.958741786
7265785,1,1,2,2,T000,1,Q013,1,02/02/2017 07:30,Q013,1,02/02/2017 07:40,2,,,,,,,,,,,,,1.022964509
7265785,1,2,2,2,T000,8,Q013,1,02/02/2017 12:05,Q013,1,02/02/2017 12:15,2,,,,,,,,,,,,,1.022964509
7265785,2,1,2,2,T000,1,Q013,1,02/02/2017 13:50,Q013,1,02/02/2017 14:00,2,,,,,,,,,,,,,1.022964509
7265785,2,2,2,2,T000,8,Q013,1,02/02/2017 18:05,Q013,1,02/02/2017 18:15,2,,,,,,,,,,,,,1.022964509
7265786,1,1,1,3,T000,1,Q003,1,02/02/2017 08:30,Q010,1,02/02/2017 08:45,1,3,,,0,,,,,,,,,1.011673152
7265786,1,2,1,3,T000,4,Q010,1,02/02/2017 17:30,Q012,1,02/02/2017 17:45,1,3,,,0,,,,,,,,,1.011673152
7265786,1,3,1,3,T000,8,Q012,1,02/02/2017 18:30,Q003,1,02/02/2017 18:45,1,3,,,0,,,,,,,,,1.011673152
7265789,1,1,2,3,T000,4,Q007,1,02/02/2017 10:00,Q007,1,02/02/2017 10:07,2,,,,,,,,,,,,,1.034126163
7265789,1,2,2,3,T000,8,Q007,1,02/02/2017 12:10,Q007,1,02/02/2017 12:15,2,,,,,,,,,,,,,1.034126163
7265790,1,1,2,2,T000,1,Q004,1,02/02/2017 09:00,Q006,1,02/02/2017 09:30,1,3,19,,0,,,Q013,1,02/02/2017 09:20,,,,0.960728131
7265790,1,2,2,2,T000,8,Q006,1,02/02/2017 16:30,Q004,1,02/02/2017 17:00,1,19,3,,0,,,Q013,1,02/02/2017 16:50,,,,0.960728131
7265790,2,1,2,2,T000,5,Q004,1,02/02/2017 17:40,Q011,1,02/02/2017 17:55,1,3,,,3,,,,,,,,,0.960728131
7265790,2,2,2,2,T000,8,Q011,1,02/02/2017 19:50,Q004,1,02/02/2017 20:00,1,3,,,3,,,,,,,,,0.960728131
7265791,1,1,1,2,T000,1,Q003,1,02/02/2017 16:00,Q002,1,02/02/2017 16:15,1,3,,,0,,,,,,,,,1.00479904
7265791,1,2,1,2,T000,8,Q002,1,02/02/2017 18:45,Q003,1,02/02/2017 19:00,1,3,,,0,,,,,,,,,1.00479904
7265792,1,1,2,3,T000,4,Q006,1,02/02/2017 14:00,Q001,1,02/02/2017 14:15,1,16,,,,,,,,,,,,0.994834513
7265792,1,2,2,3,T000,7,Q001,1,02/02/2017 15:30,Q017,1,02/02/2017 16:20,1,16,,,,,,,,,,,,0.994834513
7265792,1,3,2,3,T000,8,Q017,1,02/02/2017 17:45,Q006,1,02/02/2017 18:00,1,16,,,,,,,,,,,,0.994834513
7265795,1,1,2,2,T000,3,Q011,1,02/02/2017 08:00,Q002,1,02/02/2017 08:50,1,6,,,,2,,,,,,,,1.003613007
7265795,1,2,2,2,T000,8,Q002,1,02/02/2017 16:15,Q011,1,02/02/2017 17:15,1,6,,,,2,,,,,,,,1.003613007
7265797,1,1,2,2,T000,4,Q008,1,02/02/2017 08:30,Q008,1,02/02/2017 08:40,2,,,,,,,,,,,,,0.98068799
7265797,1,2,2,2,T000,8,Q008,1,02/02/2017 09:20,Q008,1,02/02/2017 09:30,2,,,,,,,,,,,,,0.98068799
7265800,1,1,2,2,T000,1,Q017,1,02/02/2017 08:00,Q007,1,02/02/2017 08:15,1,3,,,0,,,,,,,,,0.958741786
7265800,1,2,2,2,T000,8,Q007,1,02/02/2017 16:05,Q017,1,02/02/2017 16:25,1,3,,,0,,,,,,,,,0.958741786
7265800,2,1,2,2,T000,4,Q017,1,02/02/2017 17:00,Q017,1,02/02/2017 17:10,2,,,,,,,,,,,,,0.958741786
7265800,2,2,2,2,T000,8,Q017,1,02/02/2017 17:50,Q017,1,02/02/2017 18:00,2,,,,,,,,,,,,,0.958741786
7265801,1,1,2,3,T000,1,Q004,1,02/02/2017 09:00,Q003,1,02/02/2017 09:10,2,,,,,,,,,,,,,1.016830295
7265801,1,2,2,3,T000,2,Q003,1,02/02/2017 16:30,Q004,1,02/02/2017 16:40,2,,,,,,,,,,,,,1.016830295
7265801,1,3,2,3,T000,8,Q004,1,02/02/2017 18:40,Q004,1,02/02/2017 19:00,2,,,,,,,,,,,,,1.016830295
7265802,1,1,2,4,T000,9,Q013,1,02/02/2017 15:30,Q014,1,02/02/2017 15:40,2,,,,,,,,,,,,,0.982220564
7265802,1,2,2,4,T000,7,Q014,1,02/02/2017 15:50,Q014,1,02/02/2017 16:00,2,,,,,,,,,,,,,0.982220564
7265802,1,3,2,4,T000,8,Q014,1,02/02/2017 17:15,Q013,1,02/02/2017 17:20,2,,,,,,,,,,,,,0.982220564
7265805,2,1,1,2,T000,7,Q023,1,02/02/2017 22:00,Q010,1,02/02/2017 22:10,1,3,,,0,,,,,,,,,0.991001253
7265805,2,2,1,2,T000,11,Q010,1,02/02/2017 02:45,Q023,1,02/02/2017 03:00,1,3,,,0,,,,,,,,,0.991001253
7265807,1,1,1,2,T000,2,Q012,1,02/02/2017 15:00,Q009,1,02/02/2017 15:30,1,3,,,0,,,,,,,,,1.003009027
7265807,1,2,1,2,T000,8,Q009,1,02/02/2017 17:30,Q012,1,02/02/2017 18:00,1,3,,,0,,,,,,,,,1.003009027
7265807,2,1,1,2,T000,7,Q012,1,02/02/2017 21:00,Q002,1,02/02/2017 21:30,1,3,,,3,,,,,,,,,1.003009027
7265807,2,2,1,2,T000,8,Q002,1,02/02/2017 23:20,Q012,1,02/02/2017 23:50,1,3,,,3,,,,,,,,,1.003009027
7265813,2,1,1,2,T000,4,Q018,1,02/02/2017 16:15,Q001,1,02/02/2017 16:25,1,3,,,0,,,,,,,,,0.975709607
7265813,2,2,1,2,T000,8,Q001,1,02/02/2017 19:20,Q018,1,02/02/2017 19:30,1,3,,,0,,,,,,,,,0.975709607
7265815,1,1,1,3,T000,6,Q013,1,02/02/2017 09:00,Q001,1,02/02/2017 09:20,1,5,,,,,,,,,,,,1.018099548
7265815,1,2,1,3,T000,8,Q001,1,02/02/2017 12:30,Q013,1,02/02/2017 13:00,1,6,,,,1,,,,,,,,1.018099548
7265818,1,1,1,2,T000,1,Q004,1,02/02/2017 07:30,Q001,1,02/02/2017 07:40,1,3,,,0,,,,,,,,,1.039830807
7265818,1,2,1,2,T000,8,Q001,1,02/02/2017 18:50,Q004,1,02/02/2017 19:00,1,3,,,0,,,,,,,,,1.039830807
7265819,1,1,1,2,T000,4,Q018,1,02/02/2017 10:30,Q018,1,02/02/2017 10:37,1,3,,,0,,,,,,,,,0.975709607
7265819,1,2,1,2,T000,4,Q018,1,02/02/2017 11:00,Q007,1,02/02/2017 11:07,1,3,,,0,,,,,,,,,0.975709607
7265819,1,3,1,2,T000,8,Q007,1,02/02/2017 11:53,Q018,1,02/02/2017 12:00,1,3,,,0,,,,,,,,,0.975709607
7265819,2,1,1,2,T000,9,Q018,1,02/02/2017 14:00,Q018,1,02/02/2017 14:07,2,,,,,,,,,,,,,0.975709607
7265819,2,2,1,2,T000,8,Q018,1,02/02/2017 17:53,Q018,1,02/02/2017 18:00,2,,,,,,,,,,,,,0.975709607
7265820,1,1,1,2,T000,2,Q017,1,02/02/2017 09:15,Q001,1,02/02/2017 10:30,1,6,,,,2,,,,,,,,0.774874289
7265820,1,2,1,2,T000,8,Q001,1,02/02/2017 10:45,Q017,1,02/02/2017 12:00,1,4,6,,,1,,Q001,1,02/02/2017 11:15,,,,0.774874289
7265820,2,1,1,2,T000,7,Q017,1,02/02/2017 15:45,Q001,1,02/02/2017 16:15,1,6,,,,1,,,,,,,,0.774874289
7265820,2,2,1,2,T000,8,Q001,1,02/02/2017 18:10,Q017,1,02/02/2017 19:00,1,6,,,,1,,,,,,,,0.774874289
7265821,1,1,2,2,T000,2,Q008,1,02/02/2017 09:00,Q008,1,02/02/2017 09:06,2,,,,,,,,,,,,,0.98068799
7265821,1,2,2,2,T000,8,Q008,1,02/02/2017 13:00,Q008,1,02/02/2017 13:10,2,,,,,,,,,,,,,0.98068799
7265821,2,1,2,2,T000,2,Q008,1,02/02/2017 15:00,Q008,1,02/02/2017 15:10,2,,,,,,,,,,,,,0.98068799
7265821,2,2,2,2,T000,8,Q008,1,02/02/2017 19:05,Q008,1,02/02/2017 19:15,2,,,,,,,,,,,,,0.98068799
7265823,1,1,2,2,T000,1,Q002,1,02/02/2017 10:00,Q001,1,02/02/2017 10:10,1,16,,,,,,,,,,,,0.996309963
7265823,1,2,2,2,T000,8,Q001,1,02/02/2017 21:50,Q002,1,02/02/2017 22:00,1,16,,,,,,,,,,,,0.996309963
7265828,1,1,2,2,T000,1,Q017,1,02/02/2017 08:00,Q017,1,02/02/2017 08:10,1,3,,,0,,,,,,,,,0.767738125
7265828,1,2,2,2,T000,8,Q017,1,02/02/2017 12:50,Q017,1,02/02/2017 13:00,1,3,,,0,,,,,,,,,0.767738125
7265828,2,1,2,2,T000,1,Q017,1,02/02/2017 14:05,Q017,1,02/02/2017 14:10,1,3,,,0,,,,,,,,,0.767738125
7265828,2,2,2,2,T000,8,Q017,1,02/02/2017 16:50,Q017,1,02/02/2017 17:00,1,3,,,0,,,,,,,,,0.767738125
7265829,1,1,2,3,T000,1,Q004,1,02/02/2017 08:30,Q014,1,02/02/2017 08:40,1,3,,,0,,,,,,,,,1.016830295
7265829,1,2,2,3,T000,8,Q014,1,02/02/2017 16:50,Q004,1,02/02/2017 17:00,1,3,,,0,,,,,,,,,1.016830295
7265830,1,1,2,4,T000,4,Q022,1,02/02/2017 09:00,Q022,1,02/02/2017 09:30,1,4,,,,,,,,,,,,0.968523002
7265830,1,2,2,4,T000,8,Q022,1,02/02/2017 10:30,Q022,1,02/02/2017 11:00,1,4,,,,,,,,,,,,0.968523002
7265834,1,1,2,1,T000,3,Q013,1,02/02/2017 07:30,Q006,1,02/02/2017 07:45,1,19,,,,,,,,,,,,0.978593272
7265834,1,2,2,1,T000,8,Q006,1,02/02/2017 18:47,Q013,1,02/02/2017 19:00,1,19,,,,,,,,,,,,0.978593272
7265836,1,1,2,4,T000,6,Q017,1,02/02/2017 09:00,Q017,1,02/02/2017 09:15,2,,,,,,,,,,,,,0.77091096
7265836,1,2,2,4,T000,8,Q017,1,02/02/2017 10:15,Q017,1,02/02/2017 10:30,2,,,,,,,,,,,,,0.77091096
7265836,2,1,2,4,T000,4,Q017,1,02/02/2017 16:00,Q017,1,02/02/2017 16:10,2,,,,,,,,,,,,,0.77091096
7265836,2,2,2,4,T000,8,Q017,1,02/02/2017 16:45,Q017,1,02/02/2017 17:00,2,,,,,,,,,,,,,0.77091096
7265837,1,1,2,3,T000,4,Q004,1,02/02/2017 12:30,Q005,1,02/02/2017 12:45,2,,,,,,,,,,,,,1.016830295
7265837,1,2,2,3,T000,1,Q005,1,02/02/2017 13:00,Q008,1,02/02/2017 13:30,1,4,,,,,,,,,,,,1.016830295
7265837,1,3,2,3,T000,8,Q008,1,02/02/2017 19:00,Q004,1,02/02/2017 19:45,1,4,,,,,,,,,,,,1.016830295
7265837,2,1,2,3,T000,7,Q004,1,02/02/2017 20:40,Q014,1,02/02/2017 21:15,1,4,,,,,,,,,,,,1.016830295
7265837,2,2,2,3,T000,8,Q014,1,02/02/2017 23:30,Q004,1,02/03/2017 00:00,1,4,,,,,,,,,,,,1.016830295
7265839,1,1,1,3,T000,1,Q021,1,02/02/2017 07:15,Q010,1,02/02/2017 07:50,1,3,,,0,,,,,,,,,1.004304161
7265839,1,2,1,3,T000,7,Q010,1,02/02/2017 12:00,Q021,1,02/02/2017 12:30,1,3,,,0,,,,,,,,,1.004304161
7265839,1,3,1,3,T000,8,Q021,1,02/02/2017 14:45,Q021,1,02/02/2017 15:00,1,3,,,0,,,,,,,,,1.004304161
7265839,2,1,1,3,T000,9,Q021,1,02/02/2017 20:00,Q021,1,02/02/2017 20:05,1,3,,,0,,,,,,,,,1.004304161
7265839,2,2,1,3,T000,8,Q021,1,02/02/2017 20:55,Q021,1,02/02/2017 21:00,1,3,,,0,,,,,,,,,1.004304161
7265840,1,1,1,2,T000,1,Q003,1,02/02/2017 09:00,Q003,1,02/02/2017 09:10,2,,,,,,,,,,,,,1.00479904
7265840,1,2,1,2,T000,8,Q003,1,02/02/2017 12:35,Q003,1,02/02/2017 12:45,2,,,,,,,,,,,,,1.00479904
7265840,2,1,1,2,T000,1,Q003,1,02/02/2017 15:00,Q003,1,02/02/2017 15:15,2,,,,,,,,,,,,,1.00479904
7265840,2,2,1,2,T000,8,Q003,1,02/02/2017 19:45,Q003,1,02/02/2017 20:00,2,,,,,,,,,,,,,1.00479904
7265842,1,1,2,2,T000,1,Q023,1,02/02/2017 08:00,Q023,1,02/02/2017 08:05,2,,,,,,,,,,,,,1.003273841
7265842,1,2,2,2,T000,8,Q023,1,02/02/2017 12:20,Q023,1,02/02/2017 12:30,2,,,,,,,,,,,,,1.003273841
7265842,2,1,2,2,T000,1,Q023,1,02/02/2017 13:30,Q023,1,02/02/2017 13:40,2,,,,,,,,,,,,,1.003273841
7265842,2,2,2,2,T000,8,Q023,1,02/02/2017 15:00,Q023,1,02/02/2017 15:05,2,,,,,,,,,,,,,1.003273841
7265842,3,1,2,2,T000,4,Q023,1,02/02/2017 16:30,Q010,1,02/02/2017 16:45,2,,,,,,,,,,,,,1.003273841
7265842,3,2,2,2,T000,8,Q010,1,02/02/2017 18:50,Q023,1,02/02/2017 19:00,2,,,,,,,,,,,,,1.003273841
7265843,1,1,2,2,T000,1,Q011,1,02/02/2017 07:00,Q016,1,02/02/2017 08:30,1,6,,,,1,,,,,,,,1.003613007
7265843,1,2,2,2,T000,8,Q016,1,02/02/2017 13:30,Q011,1,02/02/2017 14:30,1,6,,,,1,,,,,,,,1.003613007
7265844,1,1,2,2,T000,1,Q011,1,02/02/2017 07:10,Q004,1,02/02/2017 07:25,1,6,,,,1,,,,,,,,1.003613007
7265844,1,2,2,2,T000,8,Q004,1,02/02/2017 15:15,Q011,1,02/02/2017 15:30,1,6,,,,1,,,,,,,,1.003613007
7265846,1,1,1,2,T000,7,Q012,1,02/02/2017 18:00,Q007,1,02/02/2017 18:30,1,6,,,,1,,,,,,,,1.003009027
7265846,1,2,1,2,T000,8,Q007,1,02/02/2017 23:30,Q012,1,02/03/2017 00:00,1,6,,,,1,,,,,,,,1.003009027
7265848,1,1,2,2,T000,7,Q015,1,02/02/2017 10:00,Q016,1,02/02/2017 10:07,2,,,,,,,,,,,,,1.019354839
7265848,1,2,2,2,T000,8,Q016,1,02/02/2017 12:10,Q015,1,02/02/2017 12:15,2,,,,,,,,,,,,,1.019354839
7265848,2,1,2,2,T000,5,Q015,1,02/02/2017 16:00,Q015,1,02/02/2017 16:11,2,,,,,,,,,,,,,1.019354839
7265848,2,2,2,2,T000,8,Q015,1,02/02/2017 17:20,Q015,1,02/02/2017 17:30,2,,,,,,,,,,,,,1.019354839
7265851,1,1,2,2,T000,1,Q005,1,02/02/2017 08:30,Q017,1,02/02/2017 08:45,1,3,,,0,,,,,,,,,0.960728131
7265851,1,2,2,2,T000,8,Q017,1,02/02/2017 17:45,Q005,1,02/02/2017 18:05,1,3,,,0,,,,,,,,,0.960728131
7265852,2,1,1,2,T000,7,Q003,1,02/02/2017 19:00,Q001,1,02/02/2017 19:10,1,6,,,,1,,,,,,,,1.00479904
7265852,2,2,1,2,T000,8,Q001,1,02/02/2017 20:30,Q003,1,02/02/2017 20:40,1,6,,,,1,,,,,,,,1.00479904
