TOTAL,AREA,HOUR,LONG,LAT
1,902,11,7.656234595,45.06713529
2,902,14,7.656234595,45.06713529
1,902,15,7.656234595,45.06713529
1,902,17,7.656234595,45.06713529
2,902,19,7.656234595,45.06713529
1,902,20,7.656234595,45.06713529
1,902,22,7.656234595,45.06713529
1,903,0,7.662588348,45.06713529
3,903,1,7.662588348,45.06713529
2,903,4,7.662588348,45.06713529
1,903,5,7.662588348,45.06713529
2,903,6,7.662588348,45.06713529
4,903,7,7.662588348,45.06713529
3,903,8,7.662588348,45.06713529
3,903,9,7.662588348,45.06713529
2,903,10,7.662588348,45.06713529
2,903,11,7.662588348,45.06713529
6,903,12,7.662588348,45.06713529
1,903,13,7.662588348,45.06713529
3,903,14,7.662588348,45.06713529
3,903,15,7.662588348,45.06713529
4,903,16,7.662588348,45.06713529
6,903,18,7.662588348,45.06713529
2,903,19,7.662588348,45.06713529
1,903,21,7.662588348,45.06713529
1,903,23,7.662588348,45.06713529
2,904,1,7.668942101,45.06713529
2,904,2,7.668942101,45.06713529
1,904,5,7.668942101,45.06713529
3,904,6,7.668942101,45.06713529
1,904,8,7.668942101,45.06713529
3,904,9,7.668942101,45.06713529
1,904,10,7.668942101,45.06713529
2,904,11,7.668942101,45.06713529
4,904,12,7.668942101,45.06713529
1,904,13,7.668942101,45.06713529
4,904,14,7.668942101,45.06713529
1,904,15,7.668942101,45.06713529
7,904,16,7.668942101,45.06713529
1,904,17,7.668942101,45.06713529
4,904,18,7.668942101,45.06713529
7,904,19,7.668942101,45.06713529
1,904,20,7.668942101,45.06713529
2,904,22,7.668942101,45.06713529
2,905,8,7.675295855,45.06713529
3,905,9,7.675295855,45.06713529
2,905,10,7.675295855,45.06713529
6,905,11,7.675295855,45.06713529
2,905,12,7.675295855,45.06713529
2,905,13,7.675295855,45.06713529
1,905,14,7.675295855,45.06713529
2,905,15,7.675295855,45.06713529
1,905,16,7.675295855,45.06713529
2,905,17,7.675295855,45.06713529
5,905,18,7.675295855,45.06713529
3,905,20,7.675295855,45.06713529
3,905,21,7.675295855,45.06713529
2,905,22,7.675295855,45.06713529
1,906,5,7.681649608,45.06713529
1,906,8,7.681649608,45.06713529
2,906,9,7.681649608,45.06713529
1,906,10,7.681649608,45.06713529
2,906,12,7.681649608,45.06713529
2,906,13,7.681649608,45.06713529
1,906,14,7.681649608,45.06713529
1,906,16,7.681649608,45.06713529
1,906,20,7.681649608,45.06713529
1,907,4,7.688003361,45.06713529
1,907,6,7.688003361,45.06713529
1,907,8,7.688003361,45.06713529
5,907,9,7.688003361,45.06713529
1,907,11,7.688003361,45.06713529
1,907,14,7.688003361,45.06713529
2,907,15,7.688003361,45.06713529
1,907,22,7.688003361,45.06713529
3,907,23,7.688003361,45.06713529
2,908,0,7.694357114,45.06713529
2,908,1,7.694357114,45.06713529
1,908,3,7.694357114,45.06713529
1,908,8,7.694357114,45.06713529
2,908,11,7.694357114,45.06713529
2,908,12,7.694357114,45.06713529
4,908,14,7.694357114,45.06713529
2,908,15,7.694357114,45.06713529
3,908,16,7.694357114,45.06713529
7,908,17,7.694357114,45.06713529
3,908,18,7.694357114,45.06713529
2,908,19,7.694357114,45.06713529
1,908,20,7.694357114,45.06713529
2,908,23,7.694357114,45.06713529
1,909,0,7.700710868,45.06713529
4,909,1,7.700710868,45.06713529
2,909,10,7.700710868,45.06713529
1,909,11,7.700710868,45.06713529
2,909,12,7.700710868,45.06713529
1,909,14,7.700710868,45.06713529
2,909,18,7.700710868,45.06713529
2,909,19,7.700710868,45.06713529
4,909,20,7.700710868,45.06713529
2,909,21,7.700710868,45.06713529
2,909,22,7.700710868,45.06713529
1,910,1,7.707064621,45.06713529
1,910,6,7.707064621,45.06713529
2,910,8,7.707064621,45.06713529
1,910,12,7.707064621,45.06713529
2,910,18,7.707064621,45.06713529
2,910,19,7.707064621,45.06713529
2,910,20,7.707064621,45.06713529
1,911,1,7.713418374,45.06713529
1,911,2,7.713418374,45.06713529
1,911,8,7.713418374,45.06713529
1,911,13,7.713418374,45.06713529
1,911,17,7.713418374,45.06713529
1,912,7,7.719772127,45.06713529
1,912,10,7.719772127,45.06713529
4,912,11,7.719772127,45.06713529
2,912,13,7.719772127,45.06713529
1,912,14,7.719772127,45.06713529
2,912,16,7.719772127,45.06713529
2,912,17,7.719772127,45.06713529
1,912,18,7.719772127,45.06713529
1,912,19,7.719772127,45.06713529
1,913,9,7.726125881,45.06713529
1,913,12,7.726125881,45.06713529
1,913,16,7.726125881,45.06713529
2,913,17,7.726125881,45.06713529
2,934,12,7.605404569,45.07163048
1,934,13,7.605404569,45.07163048
1,934,14,7.605404569,45.07163048
2,934,15,7.605404569,45.07163048
4,934,16,7.605404569,45.07163048
1,934,17,7.605404569,45.07163048
2,934,18,7.605404569,45.07163048
1,934,19,7.605404569,45.07163048
1,934,20,7.605404569,45.07163048
2,934,21,7.605404569,45.07163048
1,934,22,7.605404569,45.07163048
1,935,2,7.611758322,45.07163048
2,935,11,7.611758322,45.07163048
1,935,16,7.611758322,45.07163048
2,935,18,7.611758322,45.07163048
2,935,19,7.611758322,45.07163048
1,936,0,7.618112075,45.07163048
1,936,1,7.618112075,45.07163048
1,936,2,7.618112075,45.07163048
1,936,9,7.618112075,45.07163048
1,936,11,7.618112075,45.07163048
2,936,13,7.618112075,45.07163048
2,936,15,7.618112075,45.07163048
2,936,16,7.618112075,45.07163048
1,936,18,7.618112075,45.07163048
4,936,20,7.618112075,45.07163048
2,936,21,7.618112075,45.07163048
1,937,10,7.624465829,45.07163048
1,937,11,7.624465829,45.07163048
3,937,14,7.624465829,45.07163048
2,937,15,7.624465829,45.07163048
1,937,17,7.624465829,45.07163048
1,937,19,7.624465829,45.07163048
2,937,20,7.624465829,45.07163048
1,938,1,7.630819582,45.07163048
1,938,11,7.630819582,45.07163048
1,938,16,7.630819582,45.07163048
3,938,18,7.630819582,45.07163048
1,938,19,7.630819582,45.07163048
1,938,22,7.630819582,45.07163048
1,939,2,7.637173335,45.07163048
1,939,10,7.637173335,45.07163048
1,939,11,7.637173335,45.07163048
2,939,13,7.637173335,45.07163048
1,939,14,7.637173335,45.07163048
5,939,15,7.637173335,45.07163048
2,939,16,7.637173335,45.07163048
1,939,17,7.637173335,45.07163048
2,939,18,7.637173335,45.07163048
1,939,20,7.637173335,45.07163048
1,939,21,7.637173335,45.07163048
1,939,22,7.637173335,45.07163048
2,939,23,7.637173335,45.07163048
1,940,1,7.643527088,45.07163048
1,940,2,7.643527088,45.07163048
1,940,3,7.643527088,45.07163048
1,940,9,7.643527088,45.07163048
2,940,10,7.643527088,45.07163048
4,940,12,7.643527088,45.07163048
1,940,15,7.643527088,45.07163048
5,940,16,7.643527088,45.07163048
1,940,17,7.643527088,45.07163048
5,940,18,7.643527088,45.07163048
2,940,19,7.643527088,45.07163048
3,940,20,7.643527088,45.07163048
3,940,21,7.643527088,45.07163048
1,940,23,7.643527088,45.07163048
1,941,0,7.649880842,45.07163048
2,941,2,7.649880842,45.07163048
1,941,3,7.649880842,45.07163048
1,941,4,7.649880842,45.07163048
1,941,7,7.649880842,45.07163048
1,941,9,7.649880842,45.07163048
1,941,12,7.649880842,45.07163048
1,941,15,7.649880842,45.07163048
3,941,16,7.649880842,45.07163048
1,941,17,7.649880842,45.07163048
5,941,20,7.649880842,45.07163048
1,941,22,7.649880842,45.07163048
1,942,2,7.656234595,45.07163048
1,942,4,7.656234595,45.07163048
2,942,10,7.656234595,45.07163048
2,942,11,7.656234595,45.07163048
1,942,13,7.656234595,45.07163048
1,942,15,7.656234595,45.07163048
1,942,16,7.656234595,45.07163048
1,942,18,7.656234595,45.07163048
2,942,19,7.656234595,45.07163048
3,942,23,7.656234595,45.07163048
4,943,0,7.662588348,45.07163048
2,943,1,7.662588348,45.07163048
1,943,5,7.662588348,45.07163048
1,943,6,7.662588348,45.07163048
1,943,8,7.662588348,45.07163048
1,943,9,7.662588348,45.07163048
2,943,10,7.662588348,45.07163048
1,943,11,7.662588348,45.07163048
1,943,12,7.662588348,45.07163048
1,943,13,7.662588348,45.07163048
3,943,14,7.662588348,45.07163048
4,943,16,7.662588348,45.07163048
3,943,17,7.662588348,45.07163048
4,943,18,7.662588348,45.07163048
2,943,20,7.662588348,45.07163048
2,943,21,7.662588348,45.07163048
1,943,22,7.662588348,45.07163048
2,944,0,7.668942101,45.07163048
2,944,1,7.668942101,45.07163048
1,944,3,7.668942101,45.07163048
1,944,4,7.668942101,45.07163048
2,944,6,7.668942101,45.07163048
4,944,7,7.668942101,45.07163048
2,944,8,7.668942101,45.07163048
1,944,9,7.668942101,45.07163048
3,944,10,7.668942101,45.07163048
1,944,11,7.668942101,45.07163048
1,944,12,7.668942101,45.07163048
1,944,13,7.668942101,45.07163048
1,944,14,7.668942101,45.07163048
6,944,16,7.668942101,45.07163048
5,944,17,7.668942101,45.07163048
1,944,18,7.668942101,45.07163048
4,944,19,7.668942101,45.07163048
4,944,21,7.668942101,45.07163048
2,944,22,7.668942101,45.07163048
2,944,23,7.668942101,45.07163048
2,945,0,7.675295855,45.07163048
1,945,7,7.675295855,45.07163048
3,945,8,7.675295855,45.07163048
4,945,9,7.675295855,45.07163048
1,945,10,7.675295855,45.07163048
5,945,11,7.675295855,45.07163048
5,945,12,7.675295855,45.07163048
3,945,13,7.675295855,45.07163048
3,945,14,7.675295855,45.07163048
3,945,15,7.675295855,45.07163048
1,945,16,7.675295855,45.07163048
4,945,17,7.675295855,45.07163048
2,945,18,7.675295855,45.07163048
3,945,19,7.675295855,45.07163048
5,945,20,7.675295855,45.07163048
6,945,21,7.675295855,45.07163048
2,945,23,7.675295855,45.07163048
1,946,0,7.681649608,45.07163048
1,946,8,7.681649608,45.07163048
1,946,9,7.681649608,45.07163048
1,946,10,7.681649608,45.07163048
4,946,11,7.681649608,45.07163048
2,946,17,7.681649608,45.07163048
1,946,19,7.681649608,45.07163048
3,946,20,7.681649608,45.07163048
1,946,21,7.681649608,45.07163048
1,947,9,7.688003361,45.07163048
2,947,11,7.688003361,45.07163048
1,947,12,7.688003361,45.07163048
1,947,13,7.688003361,45.07163048
2,947,14,7.688003361,45.07163048
1,947,15,7.688003361,45.07163048
1,947,17,7.688003361,45.07163048
3,947,20,7.688003361,45.07163048
2,947,21,7.688003361,45.07163048
1,947,22,7.688003361,45.07163048
1,948,2,7.694357114,45.07163048
1,948,4,7.694357114,45.07163048
1,948,5,7.694357114,45.07163048
1,948,6,7.694357114,45.07163048
2,948,10,7.694357114,45.07163048
1,948,11,7.694357114,45.07163048
2,948,14,7.694357114,45.07163048
5,948,16,7.694357114,45.07163048
3,948,18,7.694357114,45.07163048
3,948,19,7.694357114,45.07163048
1,949,1,7.700710868,45.07163048
1,949,11,7.700710868,45.07163048
1,949,13,7.700710868,45.07163048
1,949,15,7.700710868,45.07163048
1,949,16,7.700710868,45.07163048
2,949,20,7.700710868,45.07163048
1,950,13,7.707064621,45.07163048
1,950,19,7.707064621,45.07163048
1,951,12,7.713418374,45.07163048
1,951,13,7.713418374,45.07163048
2,951,20,7.713418374,45.07163048
1,952,0,7.719772127,45.07163048
1,952,9,7.719772127,45.07163048
1,952,11,7.719772127,45.07163048
1,953,0,7.726125881,45.07163048
1,953,10,7.726125881,45.07163048
1,953,12,7.726125881,45.07163048
1,953,13,7.726125881,45.07163048
1,953,19,7.726125881,45.07163048
1,976,18,7.618112075,45.07612568
1,977,3,7.624465829,45.07612568
1,977,10,7.624465829,45.07612568
1,977,13,7.624465829,45.07612568
1,977,18,7.624465829,45.07612568
2,978,15,7.630819582,45.07612568
1,978,16,7.630819582,45.07612568
1,978,17,7.630819582,45.07612568
1,978,19,7.630819582,45.07612568
1,978,20,7.630819582,45.07612568
1,979,2,7.637173335,45.07612568
1,979,9,7.637173335,45.07612568
1,979,15,7.637173335,45.07612568
3,979,19,7.637173335,45.07612568
1,979,20,7.637173335,45.07612568
1,979,23,7.637173335,45.07612568
1,980,0,7.643527088,45.07612568
1,980,4,7.643527088,45.07612568
1,980,10,7.643527088,45.07612568
1,980,11,7.643527088,45.07612568
1,980,16,7.643527088,45.07612568
3,980,18,7.643527088,45.07612568
1,980,20,7.643527088,45.07612568
2,981,0,7.649880842,45.07612568
1,981,1,7.649880842,45.07612568
1,981,3,7.649880842,45.07612568
1,981,9,7.649880842,45.07612568
1,981,10,7.649880842,45.07612568
1,981,11,7.649880842,45.07612568
1,981,13,7.649880842,45.07612568
1,981,15,7.649880842,45.07612568
1,981,16,7.649880842,45.07612568
2,981,17,7.649880842,45.07612568
2,981,18,7.649880842,45.07612568
1,981,19,7.649880842,45.07612568
4,981,20,7.649880842,45.07612568
1,982,0,7.656234595,45.07612568
1,982,2,7.656234595,45.07612568
1,982,11,7.656234595,45.07612568
2,982,13,7.656234595,45.07612568
2,982,16,7.656234595,45.07612568
5,982,18,7.656234595,45.07612568
1,982,19,7.656234595,45.07612568
1,982,20,7.656234595,45.07612568
1,982,22,7.656234595,45.07612568
1,982,23,7.656234595,45.07612568
1,983,0,7.662588348,45.07612568
1,983,9,7.662588348,45.07612568
1,983,11,7.662588348,45.07612568
1,983,13,7.662588348,45.07612568
3,983,15,7.662588348,45.07612568
2,983,16,7.662588348,45.07612568
3,983,17,7.662588348,45.07612568
2,983,18,7.662588348,45.07612568
3,983,19,7.662588348,45.07612568
1,983,21,7.662588348,45.07612568
1,984,2,7.668942101,45.07612568
1,984,4,7.668942101,45.07612568
1,984,5,7.668942101,45.07612568
1,984,9,7.668942101,45.07612568
1,984,11,7.668942101,45.07612568
2,984,12,7.668942101,45.07612568
1,984,14,7.668942101,45.07612568
2,984,15,7.668942101,45.07612568
1,984,16,7.668942101,45.07612568
2,984,17,7.668942101,45.07612568
1,984,18,7.668942101,45.07612568
3,984,20,7.668942101,45.07612568
2,984,21,7.668942101,45.07612568
1,984,22,7.668942101,45.07612568
1,985,0,7.675295855,45.07612568
1,985,1,7.675295855,45.07612568
2,985,9,7.675295855,45.07612568
4,985,10,7.675295855,45.07612568
6,985,11,7.675295855,45.07612568
3,985,12,7.675295855,45.07612568
2,985,14,7.675295855,45.07612568
1,985,15,7.675295855,45.07612568
3,985,17,7.675295855,45.07612568
3,985,18,7.675295855,45.07612568
2,985,19,7.675295855,45.07612568
1,985,20,7.675295855,45.07612568
1,985,22,7.675295855,45.07612568
2,985,23,7.675295855,45.07612568
1,986,3,7.681649608,45.07612568
1,986,8,7.681649608,45.07612568
1,986,9,7.681649608,45.07612568
2,986,10,7.681649608,45.07612568
1,986,12,7.681649608,45.07612568
2,986,13,7.681649608,45.07612568
2,986,16,7.681649608,45.07612568
2,986,17,7.681649608,45.07612568
3,986,18,7.681649608,45.07612568
1,986,22,7.681649608,45.07612568
3,986,23,7.681649608,45.07612568
3,987,1,7.688003361,45.07612568
1,987,2,7.688003361,45.07612568
1,987,6,7.688003361,45.07612568
2,987,8,7.688003361,45.07612568
2,987,12,7.688003361,45.07612568
1,987,14,7.688003361,45.07612568
1,987,17,7.688003361,45.07612568
1,987,19,7.688003361,45.07612568
1,988,2,7.694357114,45.07612568
1,988,11,7.694357114,45.07612568
1,988,13,7.694357114,45.07612568
1,988,15,7.694357114,45.07612568
1,988,17,7.694357114,45.07612568
1,988,20,7.694357114,45.07612568
2,988,21,7.694357114,45.07612568
1,989,4,7.700710868,45.07612568
3,989,14,7.700710868,45.07612568
1,991,12,7.713418374,45.07612568
1,1016,3,7.618112075,45.08062088
1,1016,12,7.618112075,45.08062088
1,1016,13,7.618112075,45.08062088
1,1016,18,7.618112075,45.08062088
1,1017,3,7.624465829,45.08062088
1,1017,10,7.624465829,45.08062088
2,1017,16,7.624465829,45.08062088
1,1017,17,7.624465829,45.08062088
1,1017,19,7.624465829,45.08062088
2,1018,11,7.630819582,45.08062088
1,1018,14,7.630819582,45.08062088
1,1018,15,7.630819582,45.08062088
2,1018,16,7.630819582,45.08062088
1,1018,19,7.630819582,45.08062088
3,1019,4,7.637173335,45.08062088
1,1019,10,7.637173335,45.08062088
1,1019,12,7.637173335,45.08062088
2,1019,17,7.637173335,45.08062088
1,1019,21,7.637173335,45.08062088
1,1020,14,7.643527088,45.08062088
1,1020,15,7.643527088,45.08062088
1,1020,16,7.643527088,45.08062088
1,1020,19,7.643527088,45.08062088
2,1020,22,7.643527088,45.08062088
1,1021,10,7.649880842,45.08062088
2,1021,17,7.649880842,45.08062088
2,1021,18,7.649880842,45.08062088
1,1021,19,7.649880842,45.08062088
1,1021,21,7.649880842,45.08062088
1,1022,2,7.656234595,45.08062088
1,1022,6,7.656234595,45.08062088
1,1022,12,7.656234595,45.08062088
1,1022,14,7.656234595,45.08062088
1,1022,16,7.656234595,45.08062088
1,1022,17,7.656234595,45.08062088
1,1022,18,7.656234595,45.08062088
1,1022,20,7.656234595,45.08062088
1,1022,21,7.656234595,45.08062088
1,1022,22,7.656234595,45.08062088
1,1023,0,7.662588348,45.08062088
1,1023,2,7.662588348,45.08062088
1,1023,3,7.662588348,45.08062088
3,1023,6,7.662588348,45.08062088
1,1023,7,7.662588348,45.08062088
1,1023,10,7.662588348,45.08062088
1,1023,11,7.662588348,45.08062088
1,1023,13,7.662588348,45.08062088
1,1023,14,7.662588348,45.08062088
1,1023,15,7.662588348,45.08062088
2,1023,16,7.662588348,45.08062088
2,1023,17,7.662588348,45.08062088
1,1023,18,7.662588348,45.08062088
2,1023,19,7.662588348,45.08062088
3,1023,20,7.662588348,45.08062088
1,1023,21,7.662588348,45.08062088
1,1023,22,7.662588348,45.08062088
2,1023,23,7.662588348,45.08062088
2,1024,0,7.668942101,45.08062088
2,1024,1,7.668942101,45.08062088
1,1024,10,7.668942101,45.08062088
2,1024,11,7.668942101,45.08062088
3,1024,12,7.668942101,45.08062088
2,1024,13,7.668942101,45.08062088
1,1024,14,7.668942101,45.08062088
1,1024,15,7.668942101,45.08062088
1,1024,16,7.668942101,45.08062088
1,1024,17,7.668942101,45.08062088
1,1024,19,7.668942101,45.08062088
1,1024,20,7.668942101,45.08062088
1,1024,21,7.668942101,45.08062088
2,1025,1,7.675295855,45.08062088
1,1025,4,7.675295855,45.08062088
1,1025,11,7.675295855,45.08062088
1,1025,18,7.675295855,45.08062088
1,1025,19,7.675295855,45.08062088
2,1025,20,7.675295855,45.08062088
1,1026,3,7.681649608,45.08062088
2,1026,10,7.681649608,45.08062088
1,1026,11,7.681649608,45.08062088
2,1026,13,7.681649608,45.08062088
1,1026,14,7.681649608,45.08062088
1,1026,16,7.681649608,45.08062088
1,1026,19,7.681649608,45.08062088
1,1026,21,7.681649608,45.08062088
1,1026,22,7.681649608,45.08062088
1,1027,0,7.688003361,45.08062088
2,1027,2,7.688003361,45.08062088
1,1027,4,7.688003361,45.08062088
3,1027,15,7.688003361,45.08062088
1,1027,17,7.688003361,45.08062088
2,1027,19,7.688003361,45.08062088
3,1028,0,7.694357114,45.08062088
1,1028,3,7.694357114,45.08062088
2,1028,9,7.694357114,45.08062088
4,1028,13,7.694357114,45.08062088
1,1028,18,7.694357114,45.08062088
1,1029,10,7.700710868,45.08062088
1,1029,12,7.700710868,45.08062088
1,1061,14,7.649880842,45.08511607
1,1061,16,7.649880842,45.08511607
1,1062,7,7.656234595,45.08511607
1,1062,9,7.656234595,45.08511607
1,1062,13,7.656234595,45.08511607
1,1063,7,7.662588348,45.08511607
1,1063,12,7.662588348,45.08511607
1,1063,14,7.662588348,45.08511607
2,1063,17,7.662588348,45.08511607
1,1064,7,7.668942101,45.08511607
1,1064,11,7.668942101,45.08511607
1,1064,12,7.668942101,45.08511607
1,1064,14,7.668942101,45.08511607
1,1064,16,7.668942101,45.08511607
1,1064,18,7.668942101,45.08511607
1,1064,19,7.668942101,45.08511607
2,1064,21,7.668942101,45.08511607
1,1064,22,7.668942101,45.08511607
1,1065,10,7.675295855,45.08511607
1,1065,15,7.675295855,45.08511607
2,1065,16,7.675295855,45.08511607
1,1065,20,7.675295855,45.08511607
1,1066,8,7.681649608,45.08511607
1,1066,9,7.681649608,45.08511607
2,1066,16,7.681649608,45.08511607
1,1066,18,7.681649608,45.08511607
4,1066,19,7.681649608,45.08511607
1,1066,23,7.681649608,45.08511607
1,1067,2,7.688003361,45.08511607
1,1067,15,7.688003361,45.08511607
1,1067,16,7.688003361,45.08511607
1,1067,18,7.688003361,45.08511607
1,1068,14,7.694357114,45.08511607
1,1068,17,7.694357114,45.08511607
1,1069,0,7.700710868,45.08511607
1,1069,4,7.700710868,45.08511607
1,1069,10,7.700710868,45.08511607
2,1069,11,7.700710868,45.08511607
2,1069,14,7.700710868,45.08511607
1,1069,17,7.700710868,45.08511607
1,1069,18,7.700710868,45.08511607
1,1069,21,7.700710868,45.08511607
1,1069,22,7.700710868,45.08511607
1,1070,0,7.707064621,45.08511607
1,1070,5,7.707064621,45.08511607
1,1070,11,7.707064621,45.08511607
1,1070,20,7.707064621,45.08511607
1,1102,11,7.656234595,45.08961127
4,1102,12,7.656234595,45.08961127
1,1102,16,7.656234595,45.08961127
1,1102,18,7.656234595,45.08961127
1,1102,19,7.656234595,45.08961127
2,1102,21,7.656234595,45.08961127
1,1103,11,7.662588348,45.08961127
1,1103,23,7.662588348,45.08961127
1,1104,1,7.668942101,45.08961127
1,1104,12,7.668942101,45.08961127
1,1104,15,7.668942101,45.08961127
1,1104,16,7.668942101,45.08961127
1,1104,18,7.668942101,45.08961127
1,1104,19,7.668942101,45.08961127
1,1105,1,7.675295855,45.08961127
1,1105,11,7.675295855,45.08961127
2,1105,14,7.675295855,45.08961127
1,1105,16,7.675295855,45.08961127
1,1106,0,7.681649608,45.08961127
1,1106,1,7.681649608,45.08961127
1,1106,8,7.681649608,45.08961127
1,1106,9,7.681649608,45.08961127
1,1106,11,7.681649608,45.08961127
1,1106,12,7.681649608,45.08961127
2,1106,16,7.681649608,45.08961127
1,1106,19,7.681649608,45.08961127
1,1107,3,7.688003361,45.08961127
1,1107,16,7.688003361,45.08961127
1,1107,19,7.688003361,45.08961127
1,1108,1,7.694357114,45.08961127
2,1108,12,7.694357114,45.08961127
1,1108,17,7.694357114,45.08961127
1,1108,20,7.694357114,45.08961127
1,1109,16,7.700710868,45.08961127
1,1110,11,7.707064621,45.08961127
1,1110,12,7.707064621,45.08961127
1,1110,18,7.707064621,45.08961127
1,1110,21,7.707064621,45.08961127
1,1111,9,7.713418374,45.08961127
1,1111,16,7.713418374,45.08961127
1,1112,11,7.719772127,45.08961127
1,1112,16,7.719772127,45.08961127
1,1141,7,7.649880842,45.09410647
1,1141,18,7.649880842,45.09410647
1,1142,12,7.656234595,45.09410647
1,1142,13,7.656234595,45.09410647
1,1142,15,7.656234595,45.09410647
1,1142,20,7.656234595,45.09410647
2,1143,13,7.662588348,45.09410647
1,1143,16,7.662588348,45.09410647
2,1143,18,7.662588348,45.09410647
1,1143,22,7.662588348,45.09410647
1,1144,17,7.668942101,45.09410647
1,1144,20,7.668942101,45.09410647
1,1145,17,7.675295855,45.09410647
1,1145,19,7.675295855,45.09410647
1,1146,4,7.681649608,45.09410647
1,1146,13,7.681649608,45.09410647
1,1148,7,7.694357114,45.09410647
2,1148,9,7.694357114,45.09410647
1,1148,11,7.694357114,45.09410647
1,1148,14,7.694357114,45.09410647
1,1148,16,7.694357114,45.09410647
1,1148,19,7.694357114,45.09410647
2,1148,21,7.694357114,45.09410647
2,1148,23,7.694357114,45.09410647
1,1149,7,7.700710868,45.09410647
1,1149,12,7.700710868,45.09410647
1,1149,19,7.700710868,45.09410647
1,1150,0,7.707064621,45.09410647
1,1150,1,7.707064621,45.09410647
1,1150,8,7.707064621,45.09410647
1,1150,14,7.707064621,45.09410647
1,1151,15,7.713418374,45.09410647
2,1151,16,7.713418374,45.09410647
1,1152,9,7.719772127,45.09410647
1,1152,16,7.719772127,45.09410647
1,1179,3,7.637173335,45.09860166
1,1179,12,7.637173335,45.09860166
1,1179,15,7.637173335,45.09860166
1,1179,16,7.637173335,45.09860166
1,1179,17,7.637173335,45.09860166
1,1179,18,7.637173335,45.09860166
4,1179,19,7.637173335,45.09860166
1,1179,23,7.637173335,45.09860166
1,1180,0,7.643527088,45.09860166
1,1180,2,7.643527088,45.09860166
1,1180,7,7.643527088,45.09860166
1,1180,9,7.643527088,45.09860166
2,1180,11,7.643527088,45.09860166
1,1180,14,7.643527088,45.09860166
3,1180,18,7.643527088,45.09860166
1,1180,19,7.643527088,45.09860166
2,1180,20,7.643527088,45.09860166
2,1180,22,7.643527088,45.09860166
1,1181,1,7.649880842,45.09860166
2,1181,13,7.649880842,45.09860166
1,1181,17,7.649880842,45.09860166
1,1181,18,7.649880842,45.09860166
2,1181,19,7.649880842,45.09860166
1,1181,22,7.649880842,45.09860166
1,1182,12,7.656234595,45.09860166
1,1182,23,7.656234595,45.09860166
1,1183,1,7.662588348,45.09860166
1,1183,9,7.662588348,45.09860166
2,1183,11,7.662588348,45.09860166
2,1183,12,7.662588348,45.09860166
2,1183,19,7.662588348,45.09860166
1,1183,21,7.662588348,45.09860166
1,1184,7,7.668942101,45.09860166
1,1184,8,7.668942101,45.09860166
1,1184,15,7.668942101,45.09860166
1,1184,16,7.668942101,45.09860166
1,1184,17,7.668942101,45.09860166
1,1184,21,7.668942101,45.09860166
1,1185,7,7.675295855,45.09860166
2,1185,10,7.675295855,45.09860166
1,1185,12,7.675295855,45.09860166
1,1185,14,7.675295855,45.09860166
1,1185,19,7.675295855,45.09860166
1,1185,20,7.675295855,45.09860166
1,1185,21,7.675295855,45.09860166
1,1186,2,7.681649608,45.09860166
1,1188,4,7.694357114,45.09860166
1,1188,10,7.694357114,45.09860166
1,1188,12,7.694357114,45.09860166
2,1188,14,7.694357114,45.09860166
1,1188,16,7.694357114,45.09860166
2,1188,17,7.694357114,45.09860166
1,1189,9,7.700710868,45.09860166
1,1189,10,7.700710868,45.09860166
1,1189,11,7.700710868,45.09860166
1,1190,10,7.707064621,45.09860166
1,1219,4,7.637173335,45.10309686
1,1219,12,7.637173335,45.10309686
1,1219,14,7.637173335,45.10309686
2,1219,16,7.637173335,45.10309686
1,1219,18,7.637173335,45.10309686
4,1219,20,7.637173335,45.10309686
1,1219,22,7.637173335,45.10309686
1,1220,1,7.643527088,45.10309686
1,1220,6,7.643527088,45.10309686
3,1220,13,7.643527088,45.10309686
1,1220,14,7.643527088,45.10309686
3,1220,16,7.643527088,45.10309686
1,1220,17,7.643527088,45.10309686
1,1220,18,7.643527088,45.10309686
4,1220,19,7.643527088,45.10309686
1,1220,20,7.643527088,45.10309686
2,1220,22,7.643527088,45.10309686
1,1221,12,7.649880842,45.10309686
1,1221,14,7.649880842,45.10309686
1,1221,17,7.649880842,45.10309686
5,1221,18,7.649880842,45.10309686
3,1221,19,7.649880842,45.10309686
1,1221,20,7.649880842,45.10309686
1,1221,21,7.649880842,45.10309686
2,1221,22,7.649880842,45.10309686
4,1221,23,7.649880842,45.10309686
1,1222,11,7.656234595,45.10309686
1,1223,9,7.662588348,45.10309686
1,1223,11,7.662588348,45.10309686
1,1223,13,7.662588348,45.10309686
1,1223,16,7.662588348,45.10309686
1,1223,18,7.662588348,45.10309686
1,1224,6,7.668942101,45.10309686
2,1224,13,7.668942101,45.10309686
1,1224,22,7.668942101,45.10309686
1,1225,1,7.675295855,45.10309686
1,1225,6,7.675295855,45.10309686
1,1225,11,7.675295855,45.10309686
1,1225,19,7.675295855,45.10309686
1,1226,9,7.681649608,45.10309686
1,1226,14,7.681649608,45.10309686
1,1226,20,7.681649608,45.10309686
1,1228,5,7.694357114,45.10309686
1,1229,10,7.700710868,45.10309686
1,1229,13,7.700710868,45.10309686
2,1229,14,7.700710868,45.10309686
1,1229,20,7.700710868,45.10309686
3,1260,12,7.643527088,45.10759206
1,1260,14,7.643527088,45.10759206
1,1260,15,7.643527088,45.10759206
