AREA,HOUR,TOTAL,LONG,LAT
1065,15,1,7.675295855,45.08511607
1065,16,2,7.675295855,45.08511607
1065,20,1,7.675295855,45.08511607
1066,8,1,7.681649608,45.08511607
1066,9,1,7.681649608,45.08511607
1066,16,2,7.681649608,45.08511607
1066,18,1,7.681649608,45.08511607
1066,19,4,7.681649608,45.08511607
1066,23,1,7.681649608,45.08511607
1067,2,1,7.688003361,45.08511607
1067,15,1,7.688003361,45.08511607
1067,16,1,7.688003361,45.08511607
1067,18,1,7.688003361,45.08511607
1068,14,1,7.694357114,45.08511607
1068,17,1,7.694357114,45.08511607
1069,0,1,7.700710868,45.08511607
1069,4,1,7.700710868,45.08511607
1069,10,1,7.700710868,45.08511607
1069,11,2,7.700710868,45.08511607
1069,14,2,7.700710868,45.08511607
1069,17,1,7.700710868,45.08511607
1069,18,1,7.700710868,45.08511607
1069,21,1,7.700710868,45.08511607
1069,22,1,7.700710868,45.08511607
1070,0,1,7.707064621,45.08511607
1070,5,1,7.707064621,45.08511607
1070,11,1,7.707064621,45.08511607
1070,20,1,7.707064621,45.08511607
1102,11,1,7.656234595,45.08961127
1102,12,4,7.656234595,45.08961127
1102,16,1,7.656234595,45.08961127
1102,18,1,7.656234595,45.08961127
1102,19,1,7.656234595,45.08961127
1102,21,2,7.656234595,45.08961127
1103,11,1,7.662588348,45.08961127
1103,23,1,7.662588348,45.08961127
1104,1,1,7.668942101,45.08961127
1104,12,1,7.668942101,45.08961127
1104,15,1,7.668942101,45.08961127
1104,16,1,7.668942101,45.08961127
1104,18,1,7.668942101,45.08961127
1104,19,1,7.668942101,45.08961127
1105,1,1,7.675295855,45.08961127
1105,11,1,7.675295855,45.08961127
1105,14,2,7.675295855,45.08961127
1105,16,1,7.675295855,45.08961127
1106,0,1,7.681649608,45.08961127
1106,1,1,7.681649608,45.08961127
1106,8,1,7.681649608,45.08961127
1106,9,1,7.681649608,45.08961127
1106,11,1,7.681649608,45.08961127
1106,12,1,7.681649608,45.08961127
1106,16,2,7.681649608,45.08961127
1106,19,1,7.681649608,45.08961127
1107,3,1,7.688003361,45.08961127
1107,16,1,7.688003361,45.08961127
1107,19,1,7.688003361,45.08961127
1108,1,1,7.694357114,45.08961127
1108,12,2,7.694357114,45.08961127
1108,17,1,7.694357114,45.08961127
1108,20,1,7.694357114,45.08961127
1109,16,1,7.700710868,45.08961127
1110,11,1,7.707064621,45.08961127
1110,12,1,7.707064621,45.08961127
1110,18,1,7.707064621,45.08961127
1110,21,1,7.707064621,45.08961127
1111,9,1,7.713418374,45.08961127
1111,16,1,7.713418374,45.08961127
1112,11,1,7.719772127,45.08961127
1112,16,1,7.719772127,45.08961127
1141,7,1,7.649880842,45.09410647
1141,18,1,7.649880842,45.09410647
1142,12,1,7.656234595,45.09410647
1142,13,1,7.656234595,45.09410647
1142,15,1,7.656234595,45.09410647
1142,20,1,7.656234595,45.09410647
1143,13,2,7.662588348,45.09410647
1143,16,1,7.662588348,45.09410647
1143,18,2,7.662588348,45.09410647
1143,22,1,7.662588348,45.09410647
1144,17,1,7.668942101,45.09410647
1144,20,1,7.668942101,45.09410647
1145,17,1,7.675295855,45.09410647
1145,19,1,7.675295855,45.09410647
1146,4,1,7.681649608,45.09410647
1146,13,1,7.681649608,45.09410647
1148,7,1,7.694357114,45.09410647
1148,9,2,7.694357114,45.09410647
1148,11,1,7.694357114,45.09410647
1148,14,1,7.694357114,45.09410647
1148,16,1,7.694357114,45.09410647
1148,19,1,7.694357114,45.09410647
1148,21,2,7.694357114,45.09410647
1148,23,2,7.694357114,45.09410647
1149,7,1,7.700710868,45.09410647
1149,12,1,7.700710868,45.09410647
1149,19,1,7.700710868,45.09410647
1150,0,1,7.707064621,45.09410647
1150,1,1,7.707064621,45.09410647
1150,8,1,7.707064621,45.09410647
1150,14,1,7.707064621,45.09410647
1151,15,1,7.713418374,45.09410647
1151,16,2,7.713418374,45.09410647
1152,9,1,7.719772127,45.09410647
1152,16,1,7.719772127,45.09410647
1179,3,1,7.637173335,45.09860166
1179,12,1,7.637173335,45.09860166
1179,15,1,7.637173335,45.09860166
1179,16,1,7.637173335,45.09860166
1179,17,1,7.637173335,45.09860166
1179,18,1,7.637173335,45.09860166
1179,19,4,7.637173335,45.09860166
1179,23,1,7.637173335,45.09860166
1180,0,1,7.643527088,45.09860166
1180,2,1,7.643527088,45.09860166
1180,7,1,7.643527088,45.09860166
1180,9,1,7.643527088,45.09860166
1180,11,2,7.643527088,45.09860166
1180,14,1,7.643527088,45.09860166
1180,18,3,7.643527088,45.09860166
1180,19,1,7.643527088,45.09860166
1180,20,2,7.643527088,45.09860166
1180,22,2,7.643527088,45.09860166
1181,1,1,7.649880842,45.09860166
1181,13,2,7.649880842,45.09860166
1181,17,1,7.649880842,45.09860166
1181,18,1,7.649880842,45.09860166
1181,19,2,7.649880842,45.09860166
1181,22,1,7.649880842,45.09860166
1182,12,1,7.656234595,45.09860166
1182,23,1,7.656234595,45.09860166
1183,1,1,7.662588348,45.09860166
1183,9,1,7.662588348,45.09860166
1183,11,2,7.662588348,45.09860166
1183,12,2,7.662588348,45.09860166
1183,19,2,7.662588348,45.09860166
1183,21,1,7.662588348,45.09860166
1184,7,1,7.668942101,45.09860166
1184,8,1,7.668942101,45.09860166
1184,15,1,7.668942101,45.09860166
1184,16,1,7.668942101,45.09860166
1184,17,1,7.668942101,45.09860166
1184,21,1,7.668942101,45.09860166
1185,7,1,7.675295855,45.09860166
1185,10,2,7.675295855,45.09860166
1185,12,1,7.675295855,45.09860166
1185,14,1,7.675295855,45.09860166
1185,19,1,7.675295855,45.09860166
1185,20,1,7.675295855,45.09860166
1185,21,1,7.675295855,45.09860166
1186,2,1,7.681649608,45.09860166
1188,4,1,7.694357114,45.09860166
1188,10,1,7.694357114,45.09860166
1188,12,1,7.694357114,45.09860166
1188,14,2,7.694357114,45.09860166
1188,16,1,7.694357114,45.09860166
1188,17,2,7.694357114,45.09860166
1189,9,1,7.700710868,45.09860166
1189,10,1,7.700710868,45.09860166
1189,11,1,7.700710868,45.09860166
1190,10,1,7.707064621,45.09860166
1219,4,1,7.637173335,45.10309686
1219,12,1,7.637173335,45.10309686
1219,14,1,7.637173335,45.10309686
1219,16,2,7.637173335,45.10309686
1219,18,1,7.637173335,45.10309686
1219,20,4,7.637173335,45.10309686
1219,22,1,7.637173335,45.10309686
1220,1,1,7.643527088,45.10309686
1220,6,1,7.643527088,45.10309686
1220,13,3,7.643527088,45.10309686
1220,14,1,7.643527088,45.10309686
1220,16,3,7.643527088,45.10309686
1220,17,1,7.643527088,45.10309686
1220,18,1,7.643527088,45.10309686
1220,19,4,7.643527088,45.10309686
1220,20,1,7.643527088,45.10309686
1220,22,2,7.643527088,45.10309686
1221,12,1,7.649880842,45.10309686
1221,14,1,7.649880842,45.10309686
1221,17,1,7.649880842,45.10309686
1221,18,5,7.649880842,45.10309686
1221,19,3,7.649880842,45.10309686
1221,20,1,7.649880842,45.10309686
1221,21,1,7.649880842,45.10309686
1221,22,2,7.649880842,45.10309686
1221,23,4,7.649880842,45.10309686
1222,11,1,7.656234595,45.10309686
1223,9,1,7.662588348,45.10309686
1223,11,1,7.662588348,45.10309686
1223,13,1,7.662588348,45.10309686
1223,16,1,7.662588348,45.10309686
1223,18,1,7.662588348,45.10309686
1224,6,1,7.668942101,45.10309686
1224,13,2,7.668942101,45.10309686
1224,22,1,7.668942101,45.10309686
1225,1,1,7.675295855,45.10309686
1225,6,1,7.675295855,45.10309686
1225,11,1,7.675295855,45.10309686
1225,19,1,7.675295855,45.10309686
1226,9,1,7.681649608,45.10309686
1226,14,1,7.681649608,45.10309686
1226,20,1,7.681649608,45.10309686
1228,5,1,7.694357114,45.10309686
1229,10,1,7.700710868,45.10309686
1229,13,1,7.700710868,45.10309686
1229,14,2,7.700710868,45.10309686
1229,20,1,7.700710868,45.10309686
1260,12,3,7.643527088,45.10759206
1260,14,1,7.643527088,45.10759206
1260,15,1,7.643527088,45.10759206
1260,16,2,7.643527088,45.10759206
1260,17,1,7.643527088,45.10759206
1260,18,1,7.643527088,45.10759206
1260,20,1,7.643527088,45.10759206
1260,21,1,7.643527088,45.10759206
1261,8,1,7.649880842,45.10759206
1261,11,1,7.649880842,45.10759206
1261,18,1,7.649880842,45.10759206
1261,19,2,7.649880842,45.10759206
1261,20,1,7.649880842,45.10759206
1261,23,2,7.649880842,45.10759206
1262,8,3,7.656234595,45.10759206
1262,9,1,7.656234595,45.10759206
1262,10,1,7.656234595,45.10759206
1262,11,1,7.656234595,45.10759206
1262,12,2,7.656234595,45.10759206
1262,13,5,7.656234595,45.10759206
1262,14,1,7.656234595,45.10759206
1262,15,2,7.656234595,45.10759206
1262,16,1,7.656234595,45.10759206
1262,17,3,7.656234595,45.10759206
1262,18,1,7.656234595,45.10759206
1262,19,2,7.656234595,45.10759206
1262,20,1,7.656234595,45.10759206
1262,21,4,7.656234595,45.10759206
1262,22,3,7.656234595,45.10759206
1262,23,1,7.656234595,45.10759206
