Days,Hours,latitude,longitude
12,23,45.07045,7.7077
12,23,45.10588,7.65075
12,23,45.02052,7.64714
12,23,45.08394,7.62365
12,23,45.07838,7.6195
12,23,45.06362,7.6466
12,23,45.0729,7.67624
12,23,45.04079,7.64627
12,23,45.06526,7.63843
12,23,45.04405,7.6485
12,23,45.05033,7.67993
12,23,45.07651,7.66521
12,23,45.06986,7.6678
12,23,45.07413,7.60708
12,23,45.06943,7.66552
12,23,45.0212,7.61323
12,23,45.04931,7.63339
12,23,45.0952,7.67018
12,23,45.07353,7.6078
12,23,45.07012,7.66681
12,23,45.05564,7.65305
12,23,45.08113,7.65932
12,23,45.059,7.68381
12,23,45.05417,7.63594
12,23,45.04263,7.63535
12,23,45.06015,7.6975
12,23,45.07442,7.67155
12,23,45.06072,7.66951
12,23,45.05275,7.64162
12,23,45.09521,7.65893
12,23,45.07899,7.65007
12,23,45.06632,7.63109
12,23,45.05852,7.67058
12,23,45.06119,7.7066
12,23,45.07516,7.67541
12,23,45.05908,7.67778
12,23,45.10588,7.65075
12,23,45.07846,7.66075
12,23,45.06598,7.64154
12,23,45.07497,7.7271
12,23,45.0838,7.66758
12,23,45.07645,7.6734
12,23,45.06765,7.66684
12,23,45.06927,7.61695
12,23,45.06514,7.69718
12,23,45.0701,7.70005
12,23,45.06078,7.67156
12,23,45.10588,7.65075
12,23,45.06896,7.72034
12,23,45.05558,7.65761
12,23,45.04946,7.65461
12,23,45.05799,7.69705
12,23,45.08548,7.68593
12,23,45.06656,7.68802
12,23,45.06251,7.69191
12,23,45.06852,7.66737
12,23,45.0706,7.6979
12,23,45.02966,7.66884
12,23,45.07931,7.6429
12,23,45.05541,7.68209
12,23,45.05892,7.68473
12,23,45.06581,7.69014
12,23,45.02005,7.64835
12,23,45.0478,7.65193
12,23,45.06581,7.69014
12,23,45.09492,7.67702
12,23,45.09408,7.70754
12,23,45.08343,7.69209
12,23,45.03581,7.6359
12,23,45.05031,7.62735
12,23,45.05575,7.65331
12,23,45.05085,7.66463
12,23,45.09958,7.67274
12,23,45.05184,7.64459
12,23,45.08687,7.68734
12,23,45.06422,7.6643
12,23,45.07115,7.7091
12,23,45.07952,7.64277
12,23,45.07774,7.66657
12,23,45.07598,7.67812
12,23,45.0713,7.7094
12,23,45.04375,7.64
12,23,45.06616,7.69839
12,23,45.06158,7.69008
12,23,45.07165,7.67642
12,23,45.0562,7.64247
12,23,45.07378,7.69046
12,23,45.05653,7.64795
12,23,45.05251,7.65217
12,23,45.01726,7.62302
12,23,45.08529,7.66411
12,23,45.07938,7.66412
12,23,45.08397,7.64906
12,23,45.05987,7.69163
12,23,45.01331,7.63083
12,23,45.05833,7.6695
12,23,45.0745,7.65155
12,23,45.05466,7.67242
12,23,45.07725,7.66809
12,23,45.05575,7.65331
12,23,45.05238,7.65861
12,23,45.08717,7.6835
12,23,45.08263,7.65281
12,23,45.08444,7.65918
12,23,45.03892,7.63665
12,23,45.0726,7.66982
12,23,45.03739,7.64467
12,23,45.07111,7.6986
12,23,45.07899,7.65007
12,23,45.06828,7.69621
12,23,45.08793,7.6546
12,23,45.0601,7.68653
12,23,45.0653,7.6971
12,23,45.07558,7.64222
